feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,target_variable
5.03,1090.71,1.36,28.72,2.49,2.53,1.57,2.21,2.86,0.43,265.03,6.72,0.34,0.56,0.44,2.53,2.9,174.2,-0.01,0.03,500.0,28.72,2.69,8.63,0.0,0.07,,,-0.95
0.45,1008.21,1.27,217.63,6.05,2.53,1.28,2.34,3.42,0.91,243.66,7.14,2.08,0.78,,2.53,2.99,133.93,-0.01,0.03,500.0,217.63,3.31,39.68,0.0,0.07,,,
0.45,1108.85,0.94,87.9,5.07,2.53,1.19,2.13,2.92,0.66,346.12,6.66,0.92,0.54,0.3,2.53,2.62,136.62,-0.04,0.02,500.0,87.9,2.73,61.27,0.0,0.03,,,-0.8732394366197184
0.36,228.58,0.43,70.39,0.66,3.96,0.85,1.65,2.59,0.12,504.28,6.25,0.38,0.23,0.36,3.96,2.51,78.82,-0.01,0.01,228.58,70.39,0.21,259.23,3.72,0.01,0.67,0.67,0.09859154929577474
0.35,233.23,0.35,59.87,0.64,3.96,0.61,1.54,2.45,0.16,513.41,6.08,0.4,0.29,0.27,3.96,2.35,103.39,-0.02,0.01,233.23,59.87,0.19,266.95,3.43,0.01,0.6799999999999999,0.6799999999999999,0.16901408450704225
0.28,181.14,0.5,85.18,0.7,3.96,0.73,1.67,2.64,0.01,464.52,5.52,0.39,0.18,0.25,3.96,2.48,120.4,0.02,0.01,181.14,85.18,0.4,232.62,4.22,0.0,0.6,0.6,-0.028169014084507067
0.21,124.7,0.39,132.93,0.54,3.96,0.81,1.81,2.83,0.1,378.82,6.16,0.43,0.24,0.1,3.96,2.62,127.68,0.0,0.01,124.7,132.93,0.41,186.08,4.98,0.01,0.51,0.51,-0.10958904109589036
0.3,127.36,1.68,175.66,0.3,3.96,1.36,1.88,2.84,0.0,393.85,5.68,0.6,0.28,0.14,3.98,2.72,32.89,-0.01,0.01,127.36,175.66,0.18,182.87,5.86,0.01,0.45999999999999996,0.45999999999999996,0.32786885245901654
0.19,87.55,0.87,187.64,0.28,3.96,0.98,1.85,2.87,0.1,368.45,8.02,0.6,0.24,0.09,4.01,2.65,61.27,0.0,0.01,87.55,187.64,0.21,164.95,5.98,0.04,0.42000000000000004,0.42000000000000004,0.2622950819672132
0.37,171.88,1.76,137.29,0.34,3.96,1.7,1.91,2.85,0.13,423.08,9.12,0.63,0.61,0.36,3.39,2.85,16.98,0.14,0.01,171.88,137.29,0.13,208.05,5.27,0.07,0.52,0.52,0.44067796610169496
0.44,271.09,2.8,51.91,0.55,3.96,1.78,1.9,2.88,0.24,412.21,6.43,0.51,0.71,0.33,4.03,2.97,15.07,0.34,0.01,271.09,51.91,0.09,257.42,3.31,0.08,0.6799999999999999,0.6799999999999999,0.34374999999999994
0.45,302.15,2.72,37.9,0.8,3.96,1.78,1.85,2.93,0.1,374.4,5.48,0.23,0.35,0.19,3.61,2.91,17.06,-0.01,0.01,308.87,37.9,0.05,271.91,2.47,0.0,,,0.029411764705882214
0.44,297.31,2.72,26.34,0.82,3.96,1.78,1.66,2.58,0.1,410.14,6.3,0.22,0.48,0.4,4.01,2.57,28.82,0.03,0.01,297.43,26.34,0.01,273.97,2.62,0.0,0.6799999999999999,0.6799999999999999,0.014705882352941025
0.46,269.71,2.17,32.45,0.82,3.96,1.58,2.51,4.3,0.13,360.19,8.33,0.24,1.98,0.2,3.97,4.35,12.83,1.49,0.01,343.91,32.45,0.27,277.29,1.76,0.01,,,-0.04411764705882357
0.24,115.7,0.57,169.89,0.37,3.96,0.81,1.86,2.85,0.06,409.92,5.16,0.54,0.3,0.13,3.96,2.7,60.93,-0.03,0.01,115.7,169.89,0.28,185.28,5.69,0.02,0.47000000000000003,0.47000000000000003,0.27118644067796616
0.25,138.83,0.43,133.05,0.54,3.96,0.81,1.81,2.82,0.1,451.4,6.18,0.43,0.24,0.07,3.96,2.67,88.99,0.01,0.01,138.83,133.05,0.4,203.25,5.12,0.01,0.5199999999999999,0.5199999999999999,-0.042253521126760445
0.3,251.01,0.63,47.17,1.03,3.96,1.03,1.46,2.38,0.21,370.57,4.38,0.06,0.32,0.14,3.96,2.12,221.92,-0.01,0.01,251.01,47.17,0.6,250.37,2.47,0.0,,,-0.2567567567567567
0.29,248.05,1.5,76.72,1.06,3.96,1.03,1.67,2.62,0.29,312.29,8.95,0.06,0.33,0.16,3.96,2.4,240.57,-0.03,0.01,248.05,76.72,0.69,231.53,2.46,0.02,,,-0.28571428571428564
0.35,412.33,0.57,145.37,1.56,2.41,0.68,1.7,2.58,0.39,431.6,7.61,0.12,0.27,0.27,2.39,2.37,217.27,-0.01,0.01,412.33,145.37,0.83,230.78,0.4,0.01,,,0.12244897959183684
0.34,316.77,0.34,47.42,1.2,3.96,0.45,1.63,2.6,0.3,450.7,7.03,0.1,0.05,0.15,3.96,2.5,230.69,0.0,0.01,316.77,47.42,0.55,290.42,1.44,0.0,,,-0.23684210526315796
0.39,323.74,0.56,36.97,1.22,3.96,0.59,1.96,3.11,0.28,409.48,7.59,0.2,0.11,0.14,3.96,3.13,159.89,0.0,0.01,369.73,36.97,0.2,321.59,0.82,0.0,,,-0.1973684210526316
0.38,348.03,0.33,46.83,1.2,3.96,0.59,1.82,2.91,0.2,425.7,6.01,0.11,0.1,0.23,3.96,2.88,174.68,0.01,0.01,360.16,46.83,0.26,318.86,0.92,0.0,,,-0.14473684210526314
0.37,290.68,0.48,8.22,1.01,3.96,0.59,0.6,0.86,0.05,479.91,7.03,0.01,0.37,0.23,3.96,0.78,139.53,0.01,0.01,290.68,8.22,0.32,298.05,2.14,0.04,,,-0.14864864864864863
0.41,293.88,0.86,25.4,1.1,3.96,1.51,1.82,2.98,0.13,443.16,5.81,0.1,0.18,0.05,3.96,2.91,92.71,0.0,0.01,343.01,25.4,0.1,307.15,1.41,0.01,,,-0.2564102564102565
0.41,294.7,0.63,11.91,0.92,3.96,1.72,1.24,1.9,0.04,476.04,7.61,0.08,0.55,0.27,3.96,1.85,68.88,0.06,0.01,294.7,11.91,0.2,287.71,2.42,0.0,,,-0.07352941176470594
3.29,1149.86,1.54,185.34,2.01,3.57,1.67,3.33,3.6,0.11,247.39,7.48,1.22,1.4,0.29,3.57,3.65,30.64,0.12,0.08,500.0,185.34,2.26,76.43,0.0,0.26,,,-0.9743589743589743
3.9,1315.83,1.94,477.91,3.19,3.57,3.9,4.03,3.92,1.09,255.66,10.65,1.8,0.48,0.46,3.54,4.55,51.45,-0.05,0.03,500.0,477.91,2.76,0.09,0.0,0.12,,,-0.5849056603773586
4.5,912.36,3.03,500.0,3.12,10.93,4.92,6.52,4.77,1.56,219.8,8.07,1.49,0.57,0.44,10.93,7.85,26.24,-0.07,0.11,500.0,515.84,2.35,0.0,0.0,0.24,,,-0.43999999999999995
4.05,1219.72,0.84,500.0,3.44,3.57,2.34,4.41,4.1,1.32,379.72,5.69,1.74,0.24,0.4,3.57,5.07,66.43,-0.04,0.03,500.0,561.4,2.9,0.0,0.0,0.18,,,-0.6333333333333334
4.41,977.82,1.61,500.0,3.34,10.93,2.1,5.98,4.63,1.58,187.14,5.44,1.51,0.96,0.71,10.93,7.14,49.14,-0.07,0.08,500.0,584.57,2.61,0.0,0.0,0.07,,,-0.65
4.46,940.78,0.46,500.0,3.27,10.93,2.1,6.27,4.74,1.6,236.35,3.72,1.45,0.19,0.14,10.93,7.53,55.19,0.0,0.09,500.0,546.21,2.5,0.0,0.0,0.17,,,-0.6333333333333334
4.52,877.01,1.31,482.23,3.33,10.93,4.99,6.74,4.97,1.68,210.51,7.49,1.1,0.65,0.55,10.93,8.13,94.79,-0.12,0.09,500.0,482.23,2.63,0.03,0.0,0.23,,,-0.8909090909090909
0.0,831.65,0.76,325.97,0.0,0.69,0.77,2.67,3.35,0.94,287.89,6.45,0.6,0.46,0.14,0.69,3.42,217.95,-0.02,0.02,0.0,325.97,1.15,7.99,0.0,0.07,0.26,0.26,-0.12244897959183673
0.31,330.27,1.08,101.32,1.38,2.42,1.15,1.98,2.73,0.44,327.14,6.47,0.14,0.49,0.28,2.42,2.53,230.07,-0.01,0.01,330.27,101.32,0.92,176.4,1.22,0.03,,,-0.3333333333333333
0.29,265.53,1.99,118.29,1.04,3.96,1.34,1.82,2.74,0.31,285.64,6.23,0.14,2.67,5.1,3.93,2.52,279.72,0.16,0.01,265.53,118.29,0.67,209.12,2.09,0.65,0.18000000000000005,0.18000000000000005,-0.22857142857142848
0.2,145.56,2.84,337.72,0.05,2.01,1.72,3.44,3.61,0.59,235.85,6.13,1.08,0.86,0.17,3.45,4.57,25.78,0.07,0.03,97.85,213.3,0.02,44.29,4.05,0.04,0.09000000000000008,0.09000000000000008,-0.0701754385964911
0.36,512.96,0.85,168.22,2.4,2.42,0.95,1.83,2.76,1.2,372.72,6.61,0.96,0.19,0.15,2.41,2.44,50.98,0.0,0.01,500.0,168.22,1.7,113.17,0.0,0.01,,,-0.9411764705882353
0.28,158.74,2.42,281.29,0.15,1.26,1.72,1.86,3.69,0.65,212.14,14.89,0.78,1.11,0.46,3.44,2.49,49.78,0.16,0.02,158.74,212.13,0.08,42.75,4.85,,0.10000000000000003,0.10000000000000003,-0.4880952380952381
0.28,266.17,0.76,152.95,0.9,2.42,1.13,1.95,3.01,0.55,275.74,4.86,0.3,0.07,0.16,2.42,2.52,237.66,0.0,0.02,266.17,152.95,0.7,70.25,2.06,0.0,,,-0.7666666666666666
0.38,541.05,0.8,235.18,1.02,2.42,0.92,1.92,3.0,0.84,218.48,6.94,0.31,0.4,,2.05,2.59,100.55,-0.05,0.04,500.0,151.08,0.73,26.41,0.0,0.04,,,
0.36,432.7,0.95,234.37,0.94,2.42,0.95,1.92,2.77,0.81,355.97,8.3,0.32,0.62,,2.05,2.57,184.02,0.02,0.03,432.7,86.06,0.68,35.28,0.25,0.17,,,
0.0,714.55,0.68,349.49,0.0,2.05,0.66,2.69,3.24,1.1,319.72,5.99,0.88,0.65,0.26,2.43,3.49,206.26,0.01,0.01,0.0,305.21,1.28,14.15,0.0,0.01,0.29,0.29,-0.45714285714285713
0.39,867.2,11.87,429.23,2.9,2.11,4.68,2.05,3.18,1.42,263.71,8.1,1.5,1.67,0.87,0.69,2.78,237.55,-0.9,0.03,478.93,250.11,2.34,5.79,0.0,0.23,,,-0.8125000000000001
0.4,777.97,1.3,329.02,3.26,2.42,2.64,1.97,3.17,1.71,350.37,7.01,1.62,1.18,,2.44,2.67,125.78,0.36,0.03,500.0,329.02,2.49,8.62,0.0,0.1,,,
0.31,324.12,0.99,73.17,1.19,2.42,1.04,2.07,2.7,0.22,294.97,6.16,0.03,0.54,0.32,2.42,2.53,226.42,0.02,0.01,324.12,73.17,0.78,154.76,1.3,0.07,,,-0.2105263157894736
0.26,180.23,1.77,267.53,0.16,2.42,1.48,1.91,3.43,0.23,207.3,16.22,1.02,3.2,2.54,2.07,2.56,127.63,-1.23,0.02,180.23,249.24,0.19,51.63,3.86,,0.19000000000000006,0.19000000000000006,0.7551020408163265
0.3,297.46,0.49,132.99,0.9,2.42,1.17,1.94,2.93,0.45,327.07,8.46,0.3,0.28,0.2,2.42,2.49,204.09,0.03,0.02,297.46,132.99,0.7,73.64,1.61,0.0,,,-0.8222222222222222
0.35,424.64,0.83,141.48,1.08,2.42,0.81,1.88,2.95,0.7,355.38,7.17,0.2,0.59,,2.43,2.5,110.45,0.32,0.03,424.64,141.48,0.78,57.25,0.3,0.0,,,
0.39,656.82,0.47,243.24,1.73,2.42,0.66,1.92,3.17,1.1,301.29,11.82,0.36,0.34,,2.42,2.6,161.83,-0.03,0.04,500.0,236.96,1.3,21.76,0.0,,,,
0.38,572.33,0.55,153.38,1.62,2.42,0.65,1.87,3.05,1.01,273.95,5.46,0.28,0.41,,2.42,2.54,75.29,-0.01,0.04,500.0,153.38,1.2,42.88,0.0,0.05,,,
0.0,880.53,0.76,400.21,0.0,2.05,1.26,2.97,3.55,0.77,311.2,7.01,0.3,0.29,0.08,2.05,3.81,162.86,0.0,0.01,0.0,400.21,0.6,4.9,0.0,0.0,0.33,0.33,0.16363636363636358
0.0,525.8,0.88,129.48,0.0,2.05,1.35,3.68,3.88,0.6,255.6,6.15,0.0,0.38,,2.05,4.83,109.57,-0.04,0.01,0.0,129.48,0.23,82.97,0.0,0.0,,,
0.0,851.73,0.81,342.48,0.0,2.05,1.04,3.33,3.71,0.69,344.38,6.94,0.1,0.52,0.34,2.05,4.3,210.64,-0.12,0.01,0.0,342.48,0.1,12.27,0.0,0.01,0.37000000000000005,0.37000000000000005,0.16363636363636358
0.0,1125.18,1.5,500.0,0.0,2.05,1.48,3.86,4.09,1.08,233.06,7.02,0.41,0.29,0.29,2.05,4.88,244.08,-0.07,0.01,0.0,640.59,0.2,2.01,0.0,0.02,0.26999999999999996,0.26999999999999996,0.19230769230769226
0.0,1124.48,1.4,500.0,0.0,2.05,1.26,3.85,4.07,1.16,257.26,11.73,0.5,3.24,3.52,2.05,4.87,236.15,0.48,0.01,0.0,623.32,0.31,1.99,0.0,,0.15000000000000002,0.15000000000000002,-0.07692307692307698
0.0,1116.67,1.4,500.0,0.0,2.05,1.26,3.85,4.06,1.21,239.56,7.83,0.48,3.1,2.87,2.05,4.87,225.21,0.25,0.01,0.0,616.51,0.27,2.52,0.0,0.01,0.19999999999999996,0.19999999999999996,-0.23076923076923075
0.0,1073.22,2.32,500.0,0.0,2.05,2.37,3.93,4.16,1.24,137.43,5.81,0.59,0.47,0.31,3.26,4.94,218.68,0.22,0.01,0.0,695.82,0.29,2.75,0.0,0.01,0.26,0.26,-0.3714285714285714
0.0,739.84,0.29,258.76,0.0,2.05,0.7,3.43,3.69,1.02,351.32,8.49,0.08,0.11,0.34,2.05,4.46,178.56,-0.01,0.01,0.0,258.76,0.01,33.72,0.0,0.01,,,-0.98
0.0,709.25,4.68,341.61,0.0,5.14,2.8,4.04,4.77,1.26,246.67,7.37,1.19,0.56,,5.14,4.96,118.48,0.1,0.04,0.0,341.61,0.95,17.17,0.0,0.15,,,
0.0,1036.09,1.87,473.89,0.0,5.14,1.68,4.08,4.18,1.16,203.72,7.87,0.07,2.4,,4.36,5.0,6.86,0.31,0.01,0.0,364.83,0.54,8.41,0.0,0.1,,,
0.0,1225.56,1.81,486.84,0.0,0.69,1.83,3.16,3.91,1.37,237.57,10.44,1.27,0.41,0.44,0.69,4.01,41.73,0.01,0.02,0.0,486.9,1.83,0.04,0.0,0.07,0.25,0.25,-0.6338028169014084
0.0,1088.42,4.29,500.0,0.0,0.69,4.64,3.41,4.23,1.26,65.58,7.31,1.53,0.68,0.58,0.69,4.3,46.64,-0.05,0.02,0.0,614.26,1.98,0.0,0.0,0.25,0.3,0.3,-0.2588235294117647
0.0,1133.49,0.54,500.0,0.0,2.05,1.0,3.69,4.05,0.92,276.13,5.43,0.44,0.29,0.43,2.05,4.68,217.32,0.01,0.01,0.0,623.28,0.4,0.0,0.0,0.0,0.30999999999999994,0.30999999999999994,0.026315789473684233
0.0,1066.69,0.91,500.0,0.0,2.05,1.28,3.84,4.17,1.28,242.84,7.46,0.79,0.51,0.17,2.03,4.83,232.43,0.03,0.01,0.0,696.19,0.66,0.03,0.0,0.01,0.25999999999999995,0.25999999999999995,-0.368421052631579
0.0,1040.84,1.13,500.0,0.0,2.05,1.93,3.88,4.21,1.19,206.79,5.97,0.78,0.88,0.14,7.68,4.87,225.6,0.06,0.01,0.0,716.79,0.59,0.04,0.0,0.01,0.25,0.25,-0.3536585365853658
0.0,984.81,1.59,500.0,0.0,2.05,1.59,3.89,4.31,1.29,225.34,6.09,0.96,0.17,0.22,10.93,4.88,180.54,0.0,0.01,0.0,662.7,0.79,0.0,0.0,0.0,0.24,0.24,-0.3827160493827161
0.0,1116.83,0.61,500.0,0.0,2.05,1.02,3.72,4.09,1.12,258.3,6.78,0.66,0.38,0.51,2.05,4.71,204.41,0.01,0.01,0.0,653.23,0.63,0.0,0.0,0.19,0.2899999999999999,0.2899999999999999,-0.17105263157894737
0.0,877.76,1.96,500.0,0.0,5.14,2.24,3.97,4.5,1.24,149.54,7.14,1.05,0.55,0.48,10.37,4.94,168.89,0.12,0.01,0.0,578.76,0.83,0.0,0.0,0.07,0.22999999999999998,0.22999999999999998,-0.3333333333333334
0.0,1100.24,0.83,500.0,0.0,2.05,1.15,3.72,4.12,0.95,306.56,6.16,0.56,0.43,0.54,2.03,4.7,176.74,0.0,0.01,0.0,674.21,0.53,0.0,0.0,0.04,0.30000000000000004,0.30000000000000004,0.05263157894736847
0.0,1279.82,0.32,234.46,0.0,0.69,0.52,2.1,3.38,0.74,353.83,6.03,0.61,0.22,0.4,0.69,2.58,222.42,-0.03,0.04,0.0,234.46,2.02,11.1,0.0,0.0,0.15999999999999998,0.15999999999999998,-0.47457627118644063
0.0,1307.35,0.42,220.05,0.0,0.69,0.69,2.01,3.33,0.62,278.33,7.19,0.64,0.39,0.12,0.69,2.46,181.34,-0.01,0.04,0.0,220.05,2.07,11.75,0.0,0.0,0.15000000000000002,0.15000000000000002,-0.28
0.0,1293.08,0.63,424.64,0.0,0.69,1.35,2.9,3.84,0.39,201.5,5.96,0.6,0.28,0.25,0.69,3.66,118.21,-0.07,0.04,0.0,424.64,1.41,1.36,0.0,0.12,0.22000000000000008,0.22000000000000008,0.4864864864864866
0.0,1031.55,0.49,314.49,0.0,0.69,0.53,2.67,3.53,1.0,396.04,6.86,0.59,0.35,0.15,0.69,3.39,234.52,-0.01,0.02,0.0,314.49,1.41,6.0,0.0,0.01,0.26,0.26,-0.36
0.0,1051.42,0.63,415.55,0.0,0.69,0.71,3.0,3.68,0.9,297.58,6.68,0.53,0.46,0.29,0.69,3.83,215.88,0.0,0.02,0.0,415.55,1.08,1.32,0.0,0.0,0.32000000000000006,0.32000000000000006,0.0
0.0,1172.56,0.84,216.98,0.0,0.69,0.67,2.06,3.31,0.96,253.08,7.81,0.5,0.3,0.13,0.69,2.52,193.76,-0.03,0.03,0.0,216.98,2.0,12.32,0.0,0.0,,,-0.65
0.0,769.71,0.68,265.66,0.0,2.05,1.33,2.86,3.47,0.62,240.58,5.97,0.1,0.34,0.1,2.05,3.68,71.78,-0.06,0.01,0.0,265.66,0.16,28.37,0.0,0.08,0.33000000000000007,0.33000000000000007,0.3913043478260869
0.0,131.35,0.74,91.26,0.0,0.66,0.78,0.91,1.8,0.68,540.75,12.92,0.48,0.11,0.35,0.66,1.04,136.88,0.01,0.02,0.0,91.26,0.12,24.59,0.0,0.08,,,-0.9852941176470588
7.35,85.12,4.06,498.29,1.23,1.71,2.33,2.07,4.88,0.53,441.15,5.01,2.58,1.79,1.77,3.96,2.95,13.81,1.16,0.05,217.91,40.25,0.63,60.84,2.66,0.02,,,-0.26666666666666666
0.48,95.61,3.29,24.64,1.59,3.96,2.25,3.6,5.1,0.54,446.33,2.73,0.71,0.49,0.35,3.96,5.42,25.91,0.04,0.02,500.0,24.64,0.5,240.97,0.0,0.17,,,-0.7333333333333333
8.79,31.77,1.58,500.0,0.32,0.66,2.01,1.31,3.91,1.16,421.8,5.43,1.91,0.25,0.32,3.96,1.74,31.11,0.03,0.05,69.5,88.44,0.09,0.0,3.79,0.1,,,-0.49295774647887325
8.82,16.89,3.48,500.0,0.23,0.66,2.37,1.3,3.91,1.06,434.45,4.14,1.95,2.77,0.61,3.96,1.73,12.55,1.62,0.05,16.89,93.56,0.21,0.0,3.81,0.08,,,-0.5774647887323944
0.48,79.73,2.3,32.84,1.78,3.96,1.8,3.4,4.71,0.78,428.42,6.31,0.77,0.38,0.32,3.96,5.07,44.13,0.0,0.02,500.0,32.84,0.32,226.33,0.0,0.03,,,-0.8450704225352113
0.47,229.44,2.78,10.87,0.91,3.96,2.14,5.11,11.64,0.1,350.36,5.91,0.15,0.92,0.21,3.96,11.26,12.21,0.64,0.01,384.21,10.87,0.43,278.44,1.02,0.0,,,-0.141025641025641
8.76,44.8,2.23,466.07,0.16,0.66,2.14,1.27,3.54,1.09,406.34,5.81,1.8,0.32,0.33,3.96,1.68,38.57,0.06,0.04,44.8,134.67,0.13,0.15,3.76,0.05,,,-0.39436619718309857
8.48,93.39,0.83,427.26,0.31,0.66,1.58,1.25,3.33,0.87,410.74,6.68,1.93,0.21,0.27,4.06,1.66,27.06,-0.01,0.04,93.39,169.92,0.22,1.03,3.65,0.0,,,0.13333333333333347
8.36,105.26,0.69,407.97,0.4,0.66,1.58,1.23,3.25,0.8,396.64,7.31,1.98,0.23,0.28,2.15,1.62,8.33,-0.02,0.04,105.26,186.08,0.3,1.95,3.69,0.0,,,0.013888888888888902
0.46,210.03,1.37,13.36,1.06,3.96,1.58,1.96,2.99,0.06,385.32,7.17,0.02,0.19,0.08,3.96,2.84,40.63,-0.01,0.01,409.98,13.36,0.42,290.28,0.54,0.07,,,-0.16666666666666666
0.45,216.81,1.09,14.01,1.12,3.96,1.43,2.36,3.2,0.1,376.5,6.29,0.1,0.29,0.1,3.96,3.22,63.2,0.04,0.01,411.76,14.01,0.35,299.78,0.47,0.09,,,-0.21794871794871798
0.46,170.65,1.36,30.39,1.22,3.96,1.55,2.95,4.26,0.23,384.68,6.39,0.19,0.26,0.14,3.96,4.37,38.1,-0.01,0.01,459.82,30.39,0.51,286.35,0.09,0.15,,,-0.21917808219178087
0.46,184.5,1.71,19.19,1.14,3.96,1.79,2.94,4.16,0.13,390.25,8.56,0.09,0.38,0.23,3.96,4.29,43.91,0.03,0.01,439.96,19.19,0.52,287.74,0.22,0.07,,,-0.1842105263157895
0.44,222.33,1.06,66.31,1.7,3.96,1.17,2.33,3.4,0.6,332.23,3.93,0.46,0.81,0.74,3.96,3.51,7.41,0.31,0.02,500.0,66.31,0.02,273.83,0.0,0.11,,,-0.5504587155963303
0.47,137.78,2.77,21.37,1.46,3.96,2.17,3.29,4.86,0.46,415.69,5.73,0.4,0.5,0.25,3.96,5.0,2.52,0.14,0.02,499.99,21.37,0.45,270.68,0.0,0.08,,,-0.6190476190476191
0.46,148.97,1.89,22.84,1.42,3.96,1.71,3.09,4.58,0.42,402.28,6.78,0.36,0.39,0.23,3.96,4.74,7.06,0.04,0.02,494.31,22.84,0.45,278.06,0.0,0.03,,,-0.4943820224719101
0.44,217.37,1.08,19.45,1.43,3.96,1.4,2.49,3.84,0.42,340.51,11.64,0.38,0.48,0.22,3.96,3.92,53.04,0.07,0.01,457.73,19.45,0.16,309.49,0.1,0.07,,,-0.43023255813953487
0.44,239.18,1.26,10.37,1.16,3.96,1.46,2.7,3.87,0.16,387.35,8.3,0.12,1.48,1.37,3.96,3.9,85.21,0.18,0.01,398.38,10.37,0.21,308.07,0.6,0.32,0.59,0.59,-0.1842105263157895
0.41,290.82,0.91,15.12,1.32,3.96,0.77,1.96,3.23,0.31,383.55,8.75,0.29,0.44,0.2,3.96,3.25,126.75,0.06,0.01,397.41,15.12,0.1,323.45,0.53,0.01,,,-0.282051282051282
0.41,376.02,0.54,47.99,1.65,1.55,0.74,1.55,2.11,0.04,458.5,5.1,0.08,0.23,0.1,1.55,2.04,48.64,0.01,0.01,500.0,47.99,0.41,279.91,0.0,0.01,,,-0.11904761904761903
0.4,324.79,0.62,50.7,1.36,3.96,0.77,1.89,2.92,0.25,396.32,5.75,0.12,0.39,0.3,3.96,2.9,87.99,-0.06,0.01,449.34,50.7,0.1,317.44,0.15,0.0,,,-0.03750000000000003
0.44,245.7,1.19,118.33,1.85,3.96,0.99,2.14,3.08,0.62,345.29,7.29,0.48,0.39,0.3,3.97,3.16,51.06,0.08,0.02,500.0,118.33,0.14,236.49,0.0,0.01,,,-0.5517241379310345
0.45,197.0,0.86,101.35,1.93,3.96,0.8,2.37,3.36,0.8,428.15,4.52,0.68,0.14,0.15,3.96,3.55,70.83,0.0,0.02,500.0,101.35,0.1,224.74,0.0,0.09,,,-0.6444444444444445
0.46,188.8,0.77,107.21,1.97,3.96,0.8,2.4,3.37,0.82,460.86,7.07,0.7,0.2,0.13,3.96,3.59,83.31,0.02,0.02,500.0,107.21,0.1,213.52,0.0,0.1,,,-0.6666666666666667
0.47,142.0,0.8,123.64,2.0,3.96,0.8,2.58,3.52,0.9,434.04,5.47,0.83,0.12,0.15,3.96,3.88,121.89,0.01,0.03,500.0,123.64,0.0,172.76,0.23,0.01,,,-0.7230769230769231
0.47,123.17,1.27,46.46,1.73,3.96,1.66,3.01,4.24,0.72,443.28,5.8,0.61,0.39,0.26,3.96,4.55,45.22,0.04,0.02,500.0,46.46,0.27,244.82,0.0,0.02,,,-0.7798165137614679
0.45,624.82,0.94,378.23,3.06,1.55,0.85,1.94,2.83,0.56,360.84,6.44,1.06,0.28,0.32,1.56,2.7,87.56,-0.01,0.02,500.0,378.23,1.43,9.07,0.0,0.0,,,-0.826923076923077
0.45,581.73,0.47,349.98,2.99,1.55,0.61,1.93,2.82,0.7,409.92,7.1,1.09,0.28,0.32,1.55,2.7,45.95,0.0,0.02,500.0,349.98,1.37,13.83,0.0,0.01,,,-0.7692307692307693
0.46,872.58,0.93,327.86,3.6,2.53,0.93,2.09,2.76,0.17,248.75,5.05,0.82,0.23,,2.36,2.76,19.26,-0.03,0.03,500.0,235.53,1.87,15.35,0.0,0.02,,,
0.45,764.7,1.12,296.73,3.5,2.53,1.07,1.99,2.88,0.6,349.89,6.59,0.91,0.34,0.2,2.53,2.65,104.46,0.05,0.02,500.0,296.73,1.9,23.87,0.0,0.01,,,-1.0
0.44,837.18,0.34,246.84,3.5,2.53,0.75,1.98,2.93,0.53,381.29,7.22,0.68,0.18,0.07,2.53,2.6,203.72,0.0,0.01,500.0,246.84,1.9,41.23,0.0,0.0,0.43000000000000005,0.43000000000000005,-0.4719101123595506
0.43,921.74,1.32,260.25,3.8,2.53,1.17,2.02,3.03,0.73,351.16,12.1,0.93,0.89,0.14,2.53,2.66,95.0,0.24,0.01,500.0,260.25,2.2,76.39,0.0,0.07,0.39,0.39,-0.43999999999999995
0.44,991.79,1.32,75.12,3.78,2.53,1.23,2.04,2.69,0.27,207.37,26.97,0.31,1.45,1.57,2.53,2.49,267.52,0.09,0.02,500.0,75.12,1.93,65.33,0.0,,0.31000000000000005,0.31000000000000005,-0.3103448275862069
0.44,950.79,1.07,127.88,3.6,2.53,1.06,2.06,2.85,0.12,222.39,19.92,0.12,1.44,1.63,2.53,2.57,243.24,0.12,0.02,500.0,127.88,1.83,62.74,0.0,,0.35000000000000003,0.35000000000000003,-0.2045454545454546
0.44,945.92,0.67,126.22,3.7,2.53,0.83,2.06,2.83,0.03,237.88,10.97,0.05,0.17,0.11,2.53,2.57,255.36,0.0,0.02,500.0,126.22,1.9,60.48,0.0,,0.34,0.34,-0.34482758620689663
0.44,939.19,0.72,141.11,3.6,2.53,0.86,2.06,2.87,0.1,243.41,19.89,0.1,1.51,1.91,2.53,2.58,235.74,0.27,0.02,500.0,141.11,1.84,60.87,0.0,,0.35000000000000003,0.35000000000000003,-0.21590909090909097
0.45,919.82,0.64,136.0,3.79,2.53,0.83,2.11,2.84,0.1,352.14,7.02,0.14,0.44,0.42,2.53,2.6,182.28,0.01,0.02,500.0,136.0,2.06,53.88,0.0,0.03,,,-0.6901408450704225
0.44,939.5,0.68,120.97,3.7,2.53,0.83,2.09,2.81,0.1,282.76,5.3,0.1,0.43,0.52,2.53,2.56,225.24,-0.01,0.02,500.0,120.97,1.91,57.36,0.0,0.02,0.3400000000000001,0.3400000000000001,-0.4597701149425288
